0.01 932
0.015 994
0.02 870
0.025 890
0.03 930
0.035 816
0.04 772
0.045 847
0.05 1002
0.055 878
0.06 904
0.065 1019
0.07 1116
0.075 882
0.08 935
0.085 974
0.09 809
0.095 650
0.1 1087
0.105 938
0.11 736
0.115 912
0.12 1242
0.125 1008
0.13 956
0.135 858
0.14 1015
0.145 819
0.15 872
0.155 1129
0.16 749
0.165 828
0.17 942
0.175 940
0.18 1082
0.185 1126
0.19 806
0.195 1158
0.2 1118
0.205 1020
0.21 964
0.215 564
0.22 755
0.225 694
0.23 1125
0.235 1057
0.24 828
0.245 1068
0.25 910
0.255 832
0.26 891
0.265 1130
0.27 1142
0.275 1227
0.28 766
0.285 876
0.29 933
0.295 766
0.3 760
0.305 1206
0.31 832
0.315 711
0.32 760
0.325 676
0.33 652
0.335 811
0.34 820
0.345 848
0.35 948
0.355 1048
0.36 927
0.365 938
0.37 810
0.375 820
0.38 891
0.385 936
0.39 786
0.395 850
